base_year,sector,industry,year,period_as_on,wri_index,updated_on
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,207.3,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,193.5,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,215.7,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,82.5,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,117.3,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,66.0,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,140.4,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,123.7,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,172.9,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,108.7,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,133.6,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,170.0,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,454.4,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,218.0,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,160.2,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,156.0,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,167.3,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,142.9,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,187.2,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,238.2,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,172.3,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,126.6,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,188.4,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,183.5,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,241.5,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,125.6,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,143.3,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,157.3,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,187.7,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,74.1,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,243.6,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,158.6,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,175.3,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,322.7,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,139.2,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,172.6,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,120.6,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,192.2,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,177.4,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,262.3,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,163.1,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,297.6,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,162.8,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,159.9,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,190.5,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,154.8,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,161.8,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,247.3,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,146.5,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,170.3,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,328.5,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,119.7,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,175.5,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,183.3,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,231.6,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,104.7,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,217.2,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,146.1,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,132.1,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,135.8,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,154.3,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,165.2,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,189.9,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,279.3,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,227.7,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,176.0,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,174.6,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,166.6,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,149.3,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,205.6,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,166.8,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,148.7,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,186.6,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,144.4,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,132.0,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,121.6,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,99.8,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,130.3,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,202.4,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,258.9,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,168.3,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,213.4,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,215.8,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,145.1,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,265.5,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,164.6,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,211.9,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,168.8,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,120.9,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,151.0,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,188.3,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,201.0,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,198.9,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,188.4,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,153.0,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,199.0,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,141.0,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,148.5,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,141.6,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,136.6,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,156.9,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,200.1,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,196.8,2026-04-29
2016,Manufacturing Sector,Electrical Apparatus,2024,1st January,158.8,2026-04-29
2016,Manufacturing Sector,Electrical Apparatus,2024,1st January,209.1,2026-04-29
2016,Manufacturing Sector,Electrical Apparatus,2024,1st January,266.6,2026-04-29
2016,Manufacturing Sector,Electrical Apparatus,2024,1st January,149.6,2026-04-29
2016,Manufacturing Sector,Electrical Apparatus,2024,1st January,152.1,2026-04-29
2016,Manufacturing Sector,Electrical Apparatus,2024,1st January,182.5,2026-04-29
2016,Manufacturing Sector,Electrical Apparatus,2024,1st January,197.9,2026-04-29
2016,Manufacturing Sector,Electrical Apparatus,2024,1st January,160.7,2026-04-29
2016,Manufacturing Sector,Electrical Apparatus,2024,1st January,182.4,2026-04-29
2016,Manufacturing Sector,Electrical Apparatus,2024,1st January,164.2,2026-04-29
2016,Manufacturing Sector,Electrical Apparatus,2024,1st January,214.3,2026-04-29
2016,Manufacturing Sector,Electrical Apparatus,2024,1st January,218.3,2026-04-29
2016,Manufacturing Sector,Electrical Apparatus,2024,1st January,179.5,2026-04-29
2016,Manufacturing Sector,Electrical Apparatus,2024,1st January,162.5,2026-04-29
2016,Manufacturing Sector,Locomotives,2024,1st January,126.7,2026-04-29
2016,Manufacturing Sector,Locomotives,2024,1st January,91.9,2026-04-29
2016,Manufacturing Sector,Locomotives,2024,1st January,121.3,2026-04-29
2016,Manufacturing Sector,Locomotives,2024,1st January,93.9,2026-04-29
2016,Manufacturing Sector,Locomotives,2024,1st January,121.0,2026-04-29
2016,Manufacturing Sector,Locomotives,2024,1st January,189.2,2026-04-29
2016,Manufacturing Sector,Locomotives,2024,1st January,134.0,2026-04-29
2016,Manufacturing Sector,Locomotives,2024,1st January,246.7,2026-04-29
2016,Manufacturing Sector,Locomotives,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Locomotives,2024,1st January,90.7,2026-04-29
2016,Manufacturing Sector,Locomotives,2024,1st January,126.9,2026-04-29
2016,Manufacturing Sector,Locomotives,2024,1st January,164.4,2026-04-29
2016,Manufacturing Sector,Locomotives,2024,1st January,143.4,2026-04-29
2016,Manufacturing Sector,Locomotives,2024,1st January,141.5,2026-04-29
2016,Manufacturing Sector,Locomotives,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Locomotives,2024,1st January,171.8,2026-04-29
2016,Manufacturing Sector,Locomotives,2024,1st January,161.8,2026-04-29
2016,Manufacturing Sector,Locomotives,2024,1st January,99.1,2026-04-29
2016,Manufacturing Sector,Locomotives,2024,1st January,119.1,2026-04-29
2016,Manufacturing Sector,Locomotives,2024,1st January,154.1,2026-04-29
2016,Manufacturing Sector,Motor Vehicles,2024,1st January,183.6,2026-04-29
2016,Manufacturing Sector,Motor Vehicles,2024,1st January,185.4,2026-04-29
2016,Manufacturing Sector,Motor Vehicles,2024,1st January,147.6,2026-04-29
2016,Manufacturing Sector,Motor Vehicles,2024,1st January,238.2,2026-04-29
2016,Manufacturing Sector,Motor Vehicles,2024,1st January,191.8,2026-04-29
2016,Manufacturing Sector,Motor Vehicles,2024,1st January,132.3,2026-04-29
2016,Manufacturing Sector,Motor Vehicles,2024,1st January,172.6,2026-04-29
2016,Manufacturing Sector,Motor Vehicles,2024,1st January,264.5,2026-04-29
2016,Manufacturing Sector,Motor Vehicles,2024,1st January,199.8,2026-04-29
2016,Manufacturing Sector,Motor Vehicles,2024,1st January,184.0,2026-04-29
2016,Manufacturing Sector,Motor Vehicles,2024,1st January,182.7,2026-04-29
2016,Manufacturing Sector,Motor Vehicles,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Motor Vehicles,2024,1st January,141.3,2026-04-29
2016,Manufacturing Sector,Motor Vehicles,2024,1st January,145.0,2026-04-29
2016,Manufacturing Sector,Motor Vehicles,2024,1st January,183.7,2026-04-29
2016,Manufacturing Sector,Motor Vehicles,2024,1st January,242.9,2026-04-29
2016,Manufacturing Sector,Motor Vehicles,2024,1st January,318.5,2026-04-29
2016,Manufacturing Sector,Motor Vehicles,2024,1st January,181.8,2026-04-29
2016,Manufacturing Sector,Motor Vehicles,2024,1st January,298.5,2026-04-29
2016,Manufacturing Sector,Motor Cycles,2024,1st January,158.2,2026-04-29
2016,Manufacturing Sector,Motor Cycles,2024,1st January,211.1,2026-04-29
2016,Manufacturing Sector,Motor Cycles,2024,1st January,140.0,2026-04-29
2016,Manufacturing Sector,Motor Cycles,2024,1st January,262.6,2026-04-29
2016,Manufacturing Sector,Motor Cycles,2024,1st January,155.3,2026-04-29
2016,Manufacturing Sector,Motor Cycles,2024,1st January,83.9,2026-04-29
2016,Manufacturing Sector,Motor Cycles,2024,1st January,175.2,2026-04-29
2016,Manufacturing Sector,Motor Cycles,2024,1st January,232.6,2026-04-29
2016,Manufacturing Sector,Motor Cycles,2024,1st January,321.3,2026-04-29
2016,Manufacturing Sector,Motor Cycles,2024,1st January,168.6,2026-04-29
2016,Manufacturing Sector,Motor Cycles,2024,1st January,301.2,2026-04-29
2016,Manufacturing Sector,Motor Cycles,2024,1st January,212.6,2026-04-29
2016,Manufacturing Sector,Motor Cycles,2024,1st January,168.9,2026-04-29
2016,Manufacturing Sector,Motor Cycles,2024,1st January,292.2,2026-04-29
2016,Manufacturing Sector,Motor Cycles,2024,1st January,297.5,2026-04-29
2016,Manufacturing Sector,Motor Cycles,2024,1st January,151.1,2026-04-29
2016,Manufacturing Sector,Motor Cycles,2024,1st January,246.8,2026-04-29
2016,Manufacturing Sector,Motor Cycles,2024,1st January,296.4,2026-04-29
2016,Manufacturing Sector,Motor Cycles,2024,1st January,155.9,2026-04-29
2016,Manufacturing Sector,Tea Processing,2024,1st January,197.0,2026-04-29
2016,Manufacturing Sector,Tea Processing,2024,1st January,123.6,2026-04-29
2016,Manufacturing Sector,Tea Processing,2024,1st January,114.8,2026-04-29
2016,Manufacturing Sector,Tea Processing,2024,1st January,167.1,2026-04-29
2016,Manufacturing Sector,Tea Processing,2024,1st January,138.6,2026-04-29
2016,Manufacturing Sector,Tea Processing,2024,1st January,151.1,2026-04-29
2016,Manufacturing Sector,Tea Processing,2024,1st January,131.4,2026-04-29
2016,Manufacturing Sector,Tea Processing,2024,1st January,115.4,2026-04-29
2016,Manufacturing Sector,Tea Processing,2024,1st January,110.3,2026-04-29
2016,Manufacturing Sector,Tea Processing,2024,1st January,92.3,2026-04-29
2016,Manufacturing Sector,Tea Processing,2024,1st January,153.3,2026-04-29
2016,Manufacturing Sector,Tea Processing,2024,1st January,146.6,2026-04-29
2016,Manufacturing Sector,Tea Processing,2024,1st January,176.2,2026-04-29
2016,Manufacturing Sector,Tea Processing,2024,1st January,131.2,2026-04-29
2016,Manufacturing Sector,Tea Processing,2024,1st January,171.6,2026-04-29
2016,Manufacturing Sector,Tea Processing,2024,1st January,160.8,2026-04-29
2016,Manufacturing Sector,Tea Processing,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Tea Processing,2024,1st January,102.4,2026-04-29
2016,Manufacturing Sector,Tea Processing,2024,1st January,96.9,2026-04-29
2016,Manufacturing Sector,Tea Processing,2024,1st January,75.4,2026-04-29
2016,Manufacturing Sector,Tea Processing,2024,1st January,132.0,2026-04-29
2016,Manufacturing Sector,Tyres & Tubes,2024,1st January,152.3,2026-04-29
2016,Manufacturing Sector,Tyres & Tubes,2024,1st January,149.2,2026-04-29
2016,Manufacturing Sector,Tyres & Tubes,2024,1st January,156.3,2026-04-29
2016,Manufacturing Sector,Tyres & Tubes,2024,1st January,228.2,2026-04-29
2016,Manufacturing Sector,Tyres & Tubes,2024,1st January,203.5,2026-04-29
2016,Manufacturing Sector,Tyres & Tubes,2024,1st January,139.0,2026-04-29
2016,Manufacturing Sector,Tyres & Tubes,2024,1st January,200.0,2026-04-29
2016,Manufacturing Sector,Tyres & Tubes,2024,1st January,102.9,2026-04-29
2016,Manufacturing Sector,Tyres & Tubes,2024,1st January,96.1,2026-04-29
2016,Manufacturing Sector,Tyres & Tubes,2024,1st January,152.6,2026-04-29
2016,Manufacturing Sector,Tyres & Tubes,2024,1st January,165.8,2026-04-29
2016,Manufacturing Sector,Tyres & Tubes,2024,1st January,138.4,2026-04-29
2016,Manufacturing Sector,Tyres & Tubes,2024,1st January,220.1,2026-04-29
2016,Manufacturing Sector,Tyres & Tubes,2024,1st January,179.7,2026-04-29
2016,Manufacturing Sector,Tyres & Tubes,2024,1st January,188.2,2026-04-29
2016,Manufacturing Sector,Milk Products,2024,1st January,267.1,2026-04-29
2016,Manufacturing Sector,Milk Products,2024,1st January,61.2,2026-04-29
2016,Manufacturing Sector,Milk Products,2024,1st January,143.5,2026-04-29
2016,Manufacturing Sector,Milk Products,2024,1st January,105.5,2026-04-29
2016,Manufacturing Sector,Milk Products,2024,1st January,248.0,2026-04-29
2016,Manufacturing Sector,Milk Products,2024,1st January,137.5,2026-04-29
2016,Manufacturing Sector,Milk Products,2024,1st January,159.3,2026-04-29
2016,Manufacturing Sector,Milk Products,2024,1st January,166.2,2026-04-29
2016,Manufacturing Sector,Milk Products,2024,1st January,147.6,2026-04-29
2016,Manufacturing Sector,Milk Products,2024,1st January,156.6,2026-04-29
2016,Manufacturing Sector,Milk Products,2024,1st January,97.9,2026-04-29
2016,Manufacturing Sector,Milk Products,2024,1st January,191.9,2026-04-29
2016,Manufacturing Sector,Milk Products,2024,1st January,155.5,2026-04-29
2016,Manufacturing Sector,Milk Products,2024,1st January,147.1,2026-04-29
2016,Manufacturing Sector,Milk Products,2024,1st January,164.5,2026-04-29
2016,Manufacturing Sector,Milk Products,2024,1st January,170.9,2026-04-29
2016,Manufacturing Sector,Milk Products,2024,1st January,135.0,2026-04-29
2016,Manufacturing Sector,Milk Products,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Milk Products,2024,1st January,167.5,2026-04-29
2016,Manufacturing Sector,Plastic Articles,2024,1st January,122.0,2026-04-29
2016,Manufacturing Sector,Plastic Articles,2024,1st January,174.8,2026-04-29
2016,Manufacturing Sector,Plastic Articles,2024,1st January,183.3,2026-04-29
2016,Manufacturing Sector,Plastic Articles,2024,1st January,205.3,2026-04-29
2016,Manufacturing Sector,Plastic Articles,2024,1st January,179.0,2026-04-29
2016,Manufacturing Sector,Plastic Articles,2024,1st January,171.5,2026-04-29
2016,Manufacturing Sector,Plastic Articles,2024,1st January,177.3,2026-04-29
2016,Manufacturing Sector,Plastic Articles,2024,1st January,141.8,2026-04-29
2016,Manufacturing Sector,Plastic Articles,2024,1st January,236.9,2026-04-29
2016,Manufacturing Sector,Plastic Articles,2024,1st January,122.1,2026-04-29
2016,Manufacturing Sector,Plastic Articles,2024,1st January,163.4,2026-04-29
2016,Manufacturing Sector,Plastic Articles,2024,1st January,358.5,2026-04-29
2016,Manufacturing Sector,Plastic Articles,2024,1st January,383.7,2026-04-29
2016,Manufacturing Sector,Plastic Articles,2024,1st January,96.3,2026-04-29
2016,Manufacturing Sector,Plastic Articles,2024,1st January,218.1,2026-04-29
2016,Manufacturing Sector,Sugar,2024,1st January,215.0,2026-04-29
2016,Manufacturing Sector,Sugar,2024,1st January,236.0,2026-04-29
2016,Manufacturing Sector,Sugar,2024,1st January,155.4,2026-04-29
2016,Manufacturing Sector,Sugar,2024,1st January,180.9,2026-04-29
2016,Manufacturing Sector,Sugar,2024,1st January,123.9,2026-04-29
2016,Manufacturing Sector,Sugar,2024,1st January,279.8,2026-04-29
2016,Manufacturing Sector,Sugar,2024,1st January,204.6,2026-04-29
2016,Manufacturing Sector,Sugar,2024,1st January,227.3,2026-04-29
2016,Manufacturing Sector,Sugar,2024,1st January,128.3,2026-04-29
2016,Manufacturing Sector,Sugar,2024,1st January,135.4,2026-04-29
2016,Manufacturing Sector,Sugar,2024,1st January,131.3,2026-04-29
2016,Manufacturing Sector,Sugar,2024,1st January,155.5,2026-04-29
2016,Manufacturing Sector,Sugar,2024,1st January,205.9,2026-04-29
2016,Manufacturing Sector,Sugar,2024,1st January,149.0,2026-04-29
2016,Manufacturing Sector,Sugar,2024,1st January,134.6,2026-04-29
2016,Manufacturing Sector,Sugar,2024,1st January,209.1,2026-04-29
2016,Manufacturing Sector,Sugar,2024,1st January,128.9,2026-04-29
2016,Manufacturing Sector,Sugar,2024,1st January,171.1,2026-04-29
2016,Manufacturing Sector,Sugar,2024,1st January,179.1,2026-04-29
2016,Manufacturing Sector,Oils & Fats,2024,1st January,164.7,2026-04-29
2016,Manufacturing Sector,Oils & Fats,2024,1st January,175.3,2026-04-29
2016,Manufacturing Sector,Oils & Fats,2024,1st January,171.8,2026-04-29
2016,Manufacturing Sector,Oils & Fats,2024,1st January,148.6,2026-04-29
2016,Manufacturing Sector,Oils & Fats,2024,1st January,177.8,2026-04-29
2016,Manufacturing Sector,Oils & Fats,2024,1st January,181.7,2026-04-29
2016,Manufacturing Sector,Oils & Fats,2024,1st January,155.2,2026-04-29
2016,Manufacturing Sector,Oils & Fats,2024,1st January,190.8,2026-04-29
2016,Manufacturing Sector,Oils & Fats,2024,1st January,206.1,2026-04-29
2016,Manufacturing Sector,Oils & Fats,2024,1st January,232.4,2026-04-29
2016,Manufacturing Sector,Oils & Fats,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Oils & Fats,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Oils & Fats,2024,1st January,157.1,2026-04-29
2016,Manufacturing Sector,Oils & Fats,2024,1st January,170.1,2026-04-29
2016,Manufacturing Sector,Oils & Fats,2024,1st January,201.1,2026-04-29
2016,Manufacturing Sector,Oils & Fats,2024,1st January,170.2,2026-04-29
2016,Manufacturing Sector,Oils & Fats,2024,1st January,302.6,2026-04-29
2016,Manufacturing Sector,Oils & Fats,2024,1st January,228.0,2026-04-29
2016,Manufacturing Sector,Oils & Fats,2024,1st January,200.5,2026-04-29
2016,Manufacturing Sector,Tobacco,2024,1st January,72.0,2026-04-29
2016,Manufacturing Sector,Tobacco,2024,1st January,230.5,2026-04-29
2016,Manufacturing Sector,Tobacco,2024,1st January,233.9,2026-04-29
2016,Manufacturing Sector,Tobacco,2024,1st January,125.3,2026-04-29
2016,Manufacturing Sector,Tobacco,2024,1st January,244.0,2026-04-29
2016,Manufacturing Sector,Tobacco,2024,1st January,162.5,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,116.9,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,171.8,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,171.3,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,168.9,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,125.6,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,131.7,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,128.9,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,127.2,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,211.1,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,150.8,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,210.0,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,162.1,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,118.0,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,139.9,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,170.8,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,155.0,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,160.1,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,124.2,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,131.9,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,146.5,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,153.7,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,101.8,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,105.7,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,145.8,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,121.3,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,137.9,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,120.9,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,150.4,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,167.6,2026-04-29
2016,Manufacturing Sector,Cotton Textiles,2024,1st January,165.1,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,156.5,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,173.2,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,176.5,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,119.8,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,172.8,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,195.9,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,204.5,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,202.3,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,174.8,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,163.9,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,208.3,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,224.0,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,175.4,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,157.9,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,287.8,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,177.9,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,167.1,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,298.6,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,173.4,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,166.0,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,79.2,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,235.1,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,154.2,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,378.5,2026-04-29
2016,Manufacturing Sector,Woollen Textiles,2024,1st January,186.9,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,177.5,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,264.5,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,232.7,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,195.4,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,264.0,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,272.2,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,132.7,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,301.0,2026-04-29
