base_year,sector,industry,year,period_as_on,wri_index,updated_on
2016,Manufacturing Sector,Silk Textiles,2024,1st January,216.8,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,354.6,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,197.4,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,181.0,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,208.4,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,609.4,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,877.2,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,227.5,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,239.7,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,187.9,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,203.8,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,137.4,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,149.1,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,324.0,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,209.7,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,178.9,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,246.3,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,185.5,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,137.3,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Silk Textiles,2024,1st January,155.5,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,135.6,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,164.4,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,126.7,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,170.2,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,242.4,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,256.1,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,143.4,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,193.3,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,177.8,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,159.6,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,161.7,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,120.1,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,120.7,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,100.0,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,175.4,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,206.4,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,172.9,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,92.3,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,89.4,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,175.8,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,137.1,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,138.3,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,145.2,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,190.4,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,190.6,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,143.7,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,136.6,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,142.1,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,142.4,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,289.7,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,200.0,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,126.8,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,176.4,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,79.3,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,144.2,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,105.5,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,111.1,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,165.2,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,130.3,2026-04-29
2016,Manufacturing Sector,Synthetic Textiles,2024,1st January,154.2,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,146.5,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,147.7,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,128.6,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,100.1,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,111.3,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,155.7,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,113.2,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,132.5,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,119.4,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,129.6,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,115.5,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,118.8,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,135.9,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,142.9,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,170.1,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,119.4,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,76.1,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,216.5,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,117.6,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,183.8,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,100.6,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,70.4,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,174.9,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,226.1,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,121.8,2026-04-29
2016,Manufacturing Sector,Jute Textiles,2024,1st January,72.1,2026-04-29
2016,Manufacturing Sector,Textile Garments,2024,1st January,146.6,2026-04-29
2016,Manufacturing Sector,Textile Garments,2024,1st January,149.1,2026-04-29
2016,Manufacturing Sector,Textile Garments,2024,1st January,123.7,2026-04-29
2016,Manufacturing Sector,Textile Garments,2024,1st January,218.1,2026-04-29
2016,Manufacturing Sector,Textile Garments,2024,1st January,133.6,2026-04-29
2016,Manufacturing Sector,Textile Garments,2024,1st January,155.2,2026-04-29
2016,Manufacturing Sector,Textile Garments,2024,1st January,159.0,2026-04-29
2016,Manufacturing Sector,Textile Garments,2024,1st January,182.1,2026-04-29
2016,Manufacturing Sector,Textile Garments,2024,1st January,165.3,2026-04-29
2016,Manufacturing Sector,Textile Garments,2024,1st January,159.3,2026-04-29
2016,Manufacturing Sector,Textile Garments,2024,1st January,217.1,2026-04-29
2016,Manufacturing Sector,Textile Garments,2024,1st January,195.1,2026-04-29
2016,Manufacturing Sector,Textile Garments,2024,1st January,178.3,2026-04-29
2016,Manufacturing Sector,Textile Garments,2024,1st January,165.7,2026-04-29
2016,Manufacturing Sector,Textile Garments,2024,1st January,161.9,2026-04-29
2016,Manufacturing Sector,Textile Garments,2024,1st January,119.7,2026-04-29
2016,Manufacturing Sector,Textile Garments,2024,1st January,157.1,2026-04-29
2016,Manufacturing Sector,Textile Garments,2024,1st January,140.9,2026-04-29
2016,Manufacturing Sector,Textile Garments,2024,1st January,210.3,2026-04-29
2016,Manufacturing Sector,Textile Garments,2024,1st January,168.2,2026-04-29
2016,Manufacturing Sector,Textile Garments,2024,1st January,179.6,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,170.1,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,240.3,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,146.8,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,191.0,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,182.5,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,148.4,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,116.9,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,168.2,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,173.4,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,154.4,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,152.6,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,259.2,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,128.9,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,167.2,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,174.6,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,167.2,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,186.1,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,182.8,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,213.2,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,143.1,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,227.1,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,225.8,2026-04-29
2016,Manufacturing Sector,Paper,2024,1st January,176.2,2026-04-29
2016,Manufacturing Sector,Printing/Publishing,2024,1st January,167.4,2026-04-29
2016,Manufacturing Sector,Printing/Publishing,2024,1st January,209.9,2026-04-29
2016,Manufacturing Sector,Printing/Publishing,2024,1st January,139.5,2026-04-29
2016,Manufacturing Sector,Printing/Publishing,2024,1st January,143.2,2026-04-29
2016,Manufacturing Sector,Printing/Publishing,2024,1st January,168.6,2026-04-29
2016,Manufacturing Sector,Printing/Publishing,2024,1st January,123.8,2026-04-29
2016,Manufacturing Sector,Printing/Publishing,2024,1st January,188.2,2026-04-29
2016,Manufacturing Sector,Printing/Publishing,2024,1st January,160.9,2026-04-29
2016,Manufacturing Sector,Printing/Publishing,2024,1st January,146.9,2026-04-29
2016,Manufacturing Sector,Printing/Publishing,2024,1st January,165.1,2026-04-29
2016,Manufacturing Sector,Printing/Publishing,2024,1st January,787.0,2026-04-29
2016,Manufacturing Sector,Printing/Publishing,2024,1st January,212.8,2026-04-29
2016,Manufacturing Sector,Printing/Publishing,2024,1st January,235.6,2026-04-29
2016,Manufacturing Sector,Printing/Publishing,2024,1st January,186.7,2026-04-29
2016,Manufacturing Sector,Printing/Publishing,2024,1st January,161.0,2026-04-29
2016,Manufacturing Sector,Printing/Publishing,2024,1st January,219.8,2026-04-29
2016,Manufacturing Sector,Printing/Publishing,2024,1st January,155.2,2026-04-29
2016,Manufacturing Sector,Footwear,2024,1st January,158.0,2026-04-29
2016,Manufacturing Sector,Footwear,2024,1st January,130.0,2026-04-29
2016,Manufacturing Sector,Footwear,2024,1st January,158.1,2026-04-29
2016,Manufacturing Sector,Footwear,2024,1st January,133.8,2026-04-29
2016,Manufacturing Sector,Footwear,2024,1st January,151.3,2026-04-29
2016,Manufacturing Sector,Footwear,2024,1st January,129.9,2026-04-29
2016,Manufacturing Sector,Footwear,2024,1st January,119.4,2026-04-29
2016,Manufacturing Sector,Footwear,2024,1st January,150.1,2026-04-29
2016,Manufacturing Sector,Footwear,2024,1st January,158.4,2026-04-29
2016,Manufacturing Sector,Footwear,2024,1st January,107.9,2026-04-29
2016,Manufacturing Sector,Footwear,2024,1st January,109.6,2026-04-29
2016,Manufacturing Sector,Footwear,2024,1st January,131.3,2026-04-29
2016,Manufacturing Sector,Footwear,2024,1st January,173.7,2026-04-29
2016,Manufacturing Sector,Footwear,2024,1st January,199.8,2026-04-29
2016,Manufacturing Sector,Footwear,2024,1st January,171.7,2026-04-29
2016,Manufacturing Sector,Footwear,2024,1st January,184.9,2026-04-29
2016,Manufacturing Sector,Footwear,2024,1st January,92.2,2026-04-29
2016,Manufacturing Sector,Footwear,2024,1st January,173.0,2026-04-29
2016,Manufacturing Sector,Footwear,2024,1st January,302.7,2026-04-29
2016,Manufacturing Sector,Footwear,2024,1st January,191.9,2026-04-29
2016,Manufacturing Sector,Footwear,2024,1st January,321.4,2026-04-29
2016,Manufacturing Sector,Petroleum,2024,1st January,112.8,2026-04-29
2016,Manufacturing Sector,Petroleum,2024,1st January,209.2,2026-04-29
2016,Manufacturing Sector,Petroleum,2024,1st January,77.3,2026-04-29
2016,Manufacturing Sector,Petroleum,2024,1st January,152.5,2026-04-29
2016,Manufacturing Sector,Petroleum,2024,1st January,185.6,2026-04-29
2016,Manufacturing Sector,Petroleum,2024,1st January,152.9,2026-04-29
2016,Manufacturing Sector,Petroleum,2024,1st January,174.2,2026-04-29
2016,Manufacturing Sector,Petroleum,2024,1st January,233.1,2026-04-29
2016,Manufacturing Sector,Petroleum,2024,1st January,121.2,2026-04-29
2016,Manufacturing Sector,Petroleum,2024,1st January,149.3,2026-04-29
2016,Manufacturing Sector,Petroleum,2024,1st January,124.3,2026-04-29
2016,Manufacturing Sector,Petroleum,2024,1st January,115.9,2026-04-29
2016,Manufacturing Sector,Petroleum,2024,1st January,267.9,2026-04-29
2016,Manufacturing Sector,Petroleum,2024,1st January,330.0,2026-04-29
2016,Manufacturing Sector,Petroleum,2024,1st January,241.2,2026-04-29
2016,Manufacturing Sector,Petroleum,2024,1st January,174.5,2026-04-29
2016,Manufacturing Sector,Petroleum,2024,1st January,191.6,2026-04-29
2016,Manufacturing Sector,Chemicals & Gases,2024,1st January,199.9,2026-04-29
2016,Manufacturing Sector,Chemicals & Gases,2024,1st January,209.7,2026-04-29
2016,Manufacturing Sector,Chemicals & Gases,2024,1st January,275.9,2026-04-29
2016,Manufacturing Sector,Chemicals & Gases,2024,1st January,166.5,2026-04-29
2016,Manufacturing Sector,Chemicals & Gases,2024,1st January,222.3,2026-04-29
2016,Manufacturing Sector,Chemicals & Gases,2024,1st January,273.7,2026-04-29
2016,Manufacturing Sector,Chemicals & Gases,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Chemicals & Gases,2024,1st January,254.4,2026-04-29
2016,Manufacturing Sector,Chemicals & Gases,2024,1st January,183.0,2026-04-29
2016,Manufacturing Sector,Chemicals & Gases,2024,1st January,208.8,2026-04-29
2016,Manufacturing Sector,Chemicals & Gases,2024,1st January,293.5,2026-04-29
2016,Manufacturing Sector,Chemicals & Gases,2024,1st January,218.6,2026-04-29
2016,Manufacturing Sector,Chemicals & Gases,2024,1st January,250.9,2026-04-29
2016,Manufacturing Sector,Chemicals & Gases,2024,1st January,200.9,2026-04-29
2016,Manufacturing Sector,Fertilizer,2024,1st January,120.9,2026-04-29
2016,Manufacturing Sector,Fertilizer,2024,1st January,133.0,2026-04-29
2016,Manufacturing Sector,Fertilizer,2024,1st January,146.6,2026-04-29
2016,Manufacturing Sector,Fertilizer,2024,1st January,185.9,2026-04-29
2016,Manufacturing Sector,Fertilizer,2024,1st January,176.3,2026-04-29
2016,Manufacturing Sector,Fertilizer,2024,1st January,86.6,2026-04-29
2016,Manufacturing Sector,Fertilizer,2024,1st January,278.3,2026-04-29
2016,Manufacturing Sector,Fertilizer,2024,1st January,256.2,2026-04-29
2016,Manufacturing Sector,Fertilizer,2024,1st January,191.3,2026-04-29
2016,Manufacturing Sector,Fertilizer,2024,1st January,112.7,2026-04-29
2016,Manufacturing Sector,Fertilizer,2024,1st January,127.5,2026-04-29
2016,Manufacturing Sector,Fertilizer,2024,1st January,175.1,2026-04-29
2016,Manufacturing Sector,Fertilizer,2024,1st January,162.1,2026-04-29
2016,Manufacturing Sector,Fertilizer,2024,1st January,281.9,2026-04-29
2016,Manufacturing Sector,Fertilizer,2024,1st January,135.4,2026-04-29
2016,Manufacturing Sector,Fertilizer,2024,1st January,192.4,2026-04-29
2016,Manufacturing Sector,Fertilizer,2024,1st January,216.9,2026-04-29
2016,Manufacturing Sector,Fertilizer,2024,1st January,132.3,2026-04-29
2016,Manufacturing Sector,Drugs & Medicines,2024,1st January,194.1,2026-04-29
2016,Manufacturing Sector,Drugs & Medicines,2024,1st January,376.9,2026-04-29
2016,Manufacturing Sector,Drugs & Medicines,2024,1st January,199.4,2026-04-29
2016,Manufacturing Sector,Drugs & Medicines,2024,1st January,227.0,2026-04-29
2016,Manufacturing Sector,Drugs & Medicines,2024,1st January,334.0,2026-04-29
2016,Manufacturing Sector,Drugs & Medicines,2024,1st January,194.1,2026-04-29
2016,Manufacturing Sector,Drugs & Medicines,2024,1st January,189.4,2026-04-29
2016,Manufacturing Sector,Drugs & Medicines,2024,1st January,123.7,2026-04-29
2016,Manufacturing Sector,Drugs & Medicines,2024,1st January,101.5,2026-04-29
2016,Manufacturing Sector,Drugs & Medicines,2024,1st January,241.0,2026-04-29
2016,Manufacturing Sector,Drugs & Medicines,2024,1st January,172.9,2026-04-29
2016,Manufacturing Sector,Drugs & Medicines,2024,1st January,374.4,2026-04-29
2016,Manufacturing Sector,Drugs & Medicines,2024,1st January,206.8,2026-04-29
2016,Manufacturing Sector,Drugs & Medicines,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Drugs & Medicines,2024,1st January,202.6,2026-04-29
2016,Manufacturing Sector,Drugs & Medicines,2024,1st January,220.4,2026-04-29
2016,Manufacturing Sector,Drugs & Medicines,2024,1st January,221.4,2026-04-29
2016,Manufacturing Sector,Drugs & Medicines,2024,1st January,202.0,2026-04-29
2016,Manufacturing Sector,Drugs & Medicines,2024,1st January,174.2,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,173.9,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,164.4,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,143.5,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,204.2,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,199.8,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,245.3,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,82.5,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,117.3,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,177.3,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,123.9,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,188.9,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,108.7,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,134.7,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Soaps & Detergents,2024,1st January,0.0,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,207.9,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,164.4,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,176.3,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,182.0,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,153.5,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,208.2,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,238.2,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,176.9,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,136.8,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,188.4,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,213.8,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,247.1,2026-04-29
2016,Manufacturing Sector,Match,2024,1st January,132.4,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,144.0,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,157.3,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,187.9,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,75.6,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,243.9,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,158.7,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,176.2,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,323.0,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,139.1,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,177.3,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,124.1,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,205.6,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,181.8,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,241.5,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,163.6,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,296.9,2026-04-29
2016,Manufacturing Sector,Cement,2024,1st January,139.0,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,162.3,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,193.7,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,156.5,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,166.6,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,245.9,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,153.4,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,176.8,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,349.9,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,122.7,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,184.1,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,194.7,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,237.4,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,120.6,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,216.8,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,148.6,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,132.2,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,142.4,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,165.8,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,183.0,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,196.4,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,306.9,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,252.8,2026-04-29
2016,Manufacturing Sector,Iron & Steel,2024,1st January,184.4,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,181.8,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,174.8,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,155.7,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,224.2,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,175.0,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,156.3,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,196.6,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,147.6,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,135.9,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,129.1,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,109.3,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,145.2,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,202.9,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,264.3,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,178.8,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,220.7,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,227.0,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,149.6,2026-04-29
2016,Manufacturing Sector,Castings & Forgings,2024,1st January,297.3,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,170.4,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,223.2,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,182.8,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,141.1,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,157.3,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,191.9,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,217.9,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,232.5,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,198.3,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,190.3,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,205.7,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,153.2,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,162.4,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,159.4,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,153.9,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,161.1,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,204.6,2026-04-29
2016,Manufacturing Sector,Electrical Ind Mach,2024,1st January,211.5,2026-04-29
2016,Manufacturing Sector,Electrical Apparatus,2024,1st January,161.4,2026-04-29
2016,Manufacturing Sector,Electrical Apparatus,2024,1st January,221.4,2026-04-29
2016,Manufacturing Sector,Electrical Apparatus,2024,1st January,277.0,2026-04-29
2016,Manufacturing Sector,Electrical Apparatus,2024,1st January,170.5,2026-04-29
2016,Manufacturing Sector,Electrical Apparatus,2024,1st January,167.9,2026-04-29
