year,month,group,item,category,value_cr,source_url,source,updated_on
2024,December,Financial Liabilities,Per cent of GDP,,4.9,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Liabilities,Per cent of GDP,,5.2,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Liabilities,Loans / Borrowings,,,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Liabilities,Loans / Borrowings,,,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Liabilities,Loans / Borrowings,,,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Liabilities,Loans / Borrowings,,,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Liabilities,Financial Corporations,,288492.4,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Liabilities,Financial Corporations,,404280.6,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Liabilities,Financial Corporations,,418441.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Liabilities,Financial Corporations,,454713.3,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Liabilities,Banking Sector,,205040.4,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Liabilities,Banking Sector,,322147.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Liabilities,Banking Sector,,319626.6,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Liabilities,Banking Sector,,387045.6,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Liabilities,Banking Sector,Commercial Banks,208525.3,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Liabilities,Banking Sector,Commercial Banks,321241.4,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Liabilities,Banking Sector,Commercial Banks,302569.3,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Liabilities,Banking Sector,Commercial Banks,379856.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Liabilities,Other Financial Institutions,,83452.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Liabilities,Other Financial Institutions,,82132.9,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Liabilities,Other Financial Institutions,,98815.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Liabilities,Other Financial Institutions,,67667.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Liabilities,Other Financial Institutions,Non-Banking Financial Companies,65813.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Liabilities,Other Financial Institutions,Non-Banking Financial Companies,65488.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Liabilities,Other Financial Institutions,Non-Banking Financial Companies,75764.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Liabilities,Other Financial Institutions,Non-Banking Financial Companies,39833.9,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Liabilities,Other Financial Institutions,Housing Finance Companies,15125.2,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Liabilities,Other Financial Institutions,Housing Finance Companies,14233.6,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Liabilities,Other Financial Institutions,Housing Finance Companies,20561.4,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Liabilities,Other Financial Institutions,Housing Finance Companies,25756.8,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Liabilities,Other Financial Institutions,Insurance Corporations,2513.1,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Liabilities,Other Financial Institutions,Insurance Corporations,2410.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Liabilities,Other Financial Institutions,Insurance Corporations,2489.1,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Liabilities,Other Financial Institutions,Insurance Corporations,2077.1,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Liabilities,Non-Financial Corporations (Private Corporate Business),,34.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Liabilities,Non-Financial Corporations (Private Corporate Business),,34.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Liabilities,Non-Financial Corporations (Private Corporate Business),,34.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Liabilities,Non-Financial Corporations (Private Corporate Business),,34.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Liabilities,General Government,,144.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Liabilities,General Government,,144.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Liabilities,General Government,,144.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Liabilities,General Government,,144.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
